Data; Group; Nome_POD; APT
sex 03 mar 2023 16:43:29 -03; Group 1; result-77f68799c4-ml9k2; 01.691
sex 03 mar 2023 16:43:31 -03; Group 1; result-77f68799c4-ml9k2; 01.469
sex 03 mar 2023 16:43:33 -03; Group 1; result-77f68799c4-ml9k2; 01.475
sex 03 mar 2023 16:43:35 -03; Group 1; result-77f68799c4-ml9k2; 01.479
sex 03 mar 2023 16:43:37 -03; Group 1; result-77f68799c4-ml9k2; 01.489
sex 03 mar 2023 16:43:39 -03; Group 1; result-77f68799c4-ml9k2; 01.665
sex 03 mar 2023 16:43:40 -03; Group 1; result-77f68799c4-ml9k2; 01.429
sex 03 mar 2023 16:43:42 -03; Group 1; result-77f68799c4-ml9k2; 01.487
sex 03 mar 2023 16:43:44 -03; Group 1; result-77f68799c4-ml9k2; 01.510
sex 03 mar 2023 16:43:46 -03; Group 1; result-77f68799c4-ml9k2; 01.499
sex 03 mar 2023 16:43:48 -03; Group 1; result-77f68799c4-ml9k2; 01.381
sex 03 mar 2023 16:43:50 -03; Group 1; result-77f68799c4-ml9k2; 01.515
sex 03 mar 2023 16:43:52 -03; Group 1; result-77f68799c4-ml9k2; 01.498
sex 03 mar 2023 16:43:54 -03; Group 1; result-77f68799c4-ml9k2; 01.479
sex 03 mar 2023 16:43:55 -03; Group 1; result-77f68799c4-ml9k2; 01.447
sex 03 mar 2023 16:43:57 -03; Group 1; result-77f68799c4-ml9k2; 01.476
sex 03 mar 2023 16:43:59 -03; Group 1; result-77f68799c4-ml9k2; 01.691
sex 03 mar 2023 16:44:01 -03; Group 1; result-77f68799c4-ml9k2; 01.459
sex 03 mar 2023 16:44:03 -03; Group 1; result-77f68799c4-ml9k2; 01.448
sex 03 mar 2023 16:44:05 -03; Group 1; result-77f68799c4-ml9k2; 01.482
sex 03 mar 2023 16:44:07 -03; Group 1; result-77f68799c4-ml9k2; 01.518
sex 03 mar 2023 16:44:09 -03; Group 1; result-77f68799c4-ml9k2; 01.657
sex 03 mar 2023 16:44:11 -03; Group 1; result-77f68799c4-ml9k2; 01.394
sex 03 mar 2023 16:44:12 -03; Group 1; result-77f68799c4-ml9k2; 01.464
sex 03 mar 2023 16:44:14 -03; Group 1; result-77f68799c4-ml9k2; 01.525
sex 03 mar 2023 16:44:16 -03; Group 1; result-77f68799c4-ml9k2; 01.448
sex 03 mar 2023 16:44:18 -03; Group 1; result-77f68799c4-ml9k2; 01.484
sex 03 mar 2023 16:44:20 -03; Group 1; result-77f68799c4-ml9k2; 01.558
sex 03 mar 2023 16:44:22 -03; Group 1; result-77f68799c4-ml9k2; 01.465
sex 03 mar 2023 16:44:24 -03; Group 1; result-77f68799c4-ml9k2; 01.512
