Data; Group; Nome_POD; APT
sex 03 mar 2023 16:44:51 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.529
sex 03 mar 2023 16:44:53 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.512
sex 03 mar 2023 16:44:54 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.477
sex 03 mar 2023 16:44:56 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.471
sex 03 mar 2023 16:44:58 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.499
sex 03 mar 2023 16:45:00 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.524
sex 03 mar 2023 16:45:02 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.535
sex 03 mar 2023 16:45:04 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.567
sex 03 mar 2023 16:45:06 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.507
sex 03 mar 2023 16:45:08 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.502
sex 03 mar 2023 16:45:10 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.571
sex 03 mar 2023 16:45:12 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.449
sex 03 mar 2023 16:45:14 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.558
sex 03 mar 2023 16:45:15 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.481
sex 03 mar 2023 16:45:17 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.434
sex 03 mar 2023 16:45:19 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.708
sex 03 mar 2023 16:45:21 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.473
sex 03 mar 2023 16:45:23 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.504
sex 03 mar 2023 16:45:25 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.513
sex 03 mar 2023 16:45:27 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.451
sex 03 mar 2023 16:45:29 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.628
sex 03 mar 2023 16:45:31 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.495
sex 03 mar 2023 16:45:33 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.466
sex 03 mar 2023 16:45:35 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.538
sex 03 mar 2023 16:45:37 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.474
sex 03 mar 2023 16:45:38 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.560
sex 03 mar 2023 16:45:40 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.489
sex 03 mar 2023 16:45:42 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.512
sex 03 mar 2023 16:45:44 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.586
sex 03 mar 2023 16:45:46 -03; Group 1; worker-78b9ff59fc-rvtgx; 01.504
