Group,WGET
Group 1,.01677699460
Group 1,1.01677699461
Group 1,.01677699461
Group 1,1.01677699462
Group 1,.01677699462
Group 1,1.01677699463
Group 1,.01677699463
Group 1,1.01677699464
Group 1,.01677699464
Group 1,1.01677699465
Group 1,.01677699465
Group 1,.01677699465
Group 1,.01677699466
Group 1,.01677699467
Group 1,.01677699467
Group 1,.01677699467
Group 1,1.01677699468
Group 1,1.01677699469
Group 1,.01677699469
Group 1,.01677699469
Group 1,.01677699470
Group 1,1.01677699471
Group 1,.01677699471
Group 1,1.01677699472
Group 1,.01677699472
Group 1,1.01677699473
Group 1,.01677699473
Group 1,1.01677699474
Group 1,.01677699474
Group 1,1.01677699475
