Group,WGET
Group 1,1.01677453010
Group 1,1.01677453011
Group 1,1.01677453012
Group 1,1.01677453013
Group 1,1.01677453014
Group 1,1.01677453015
Group 1,1.01677453016
Group 1,.01677453016
Group 1,.01677453017
Group 1,1.01677453018
Group 1,1.01677453019
Group 1,1.01677453020
Group 1,1.01677453021
Group 1,1.01677453022
Group 1,1.01677453023
Group 1,1.01677453024
Group 1,1.01677453025
Group 1,1.01677453026
Group 1,1.01677453027
Group 1,.01677453027
Group 1,1.01677453028
Group 1,1.01677453029
Group 1,1.01677453030
Group 1,1.01677453031
Group 1,1.01677453032
Group 1,1.01677453033
Group 1,1.01677453034
Group 1,1.01677453035
Group 1,1.01677453036
Group 1,1.01677453037
