Group,WGET
Group 1,.01677589953
Group 1,1.01677589954
Group 1,.01677589954
Group 1,1.01677589955
Group 1,.01677589955
Group 1,1.01677589956
Group 1,.01677589956
Group 1,1.01677589957
Group 1,.01677589957
Group 1,1.01677589958
Group 1,.01677589958
Group 1,1.01677589959
Group 1,.01677589959
Group 1,1.01677589960
Group 1,.01677589960
Group 1,1.01677589961
Group 1,.01677589961
Group 1,1.01677589962
Group 1,1.01677589963
Group 1,.01677589963
Group 1,1.01677589964
Group 1,.01677589964
Group 1,1.01677589965
Group 1,.01677589965
Group 1,1.01677589966
Group 1,.01677589966
Group 1,1.01677589967
Group 1,.01677589967
Group 1,1.01677589968
Group 1,.01677589968
