Group,PING
Group 2,7.01677975028
Group 2,7.01677975035
Group 2,7.01677975042
Group 2,8.01677975050
Group 2,7.01677975057
Group 2,47.01677975064
Group 2,7.01677975071
Group 2,8.01677975079
Group 2,7.01677975086
Group 2,7.01677975093
Group 2,7.01677975100
Group 2,8.01677975108
Group 2,7.01677975115
Group 2,47.01677975122
Group 2,7.01677975129
Group 2,7.01677975136
Group 2,8.01677975144
Group 2,7.01677975151
Group 2,7.01677975158
Group 2,7.01677975165
Group 2,8.01677975173
Group 2,47.01677975180
Group 2,7.01677975187
Group 2,7.01677975194
Group 2,7.01677975201
Group 2,8.01677975209
Group 2,7.01677975216
Group 2,7.01677975223
Group 2,7.01677975230
Group 2,8.01677975238
