Group,PING
Group 1,7.01677515684
Group 1,8.01677515692
Group 1,7.01677515699
Group 1,47.01677515706
Group 1,7.01677515713
Group 1,8.01677515721
Group 1,7.01677515728
Group 1,7.01677515735
Group 1,7.01677515742
Group 1,8.01677515750
Group 1,7.01677515757
Group 1,47.01677515764
Group 1,7.01677515771
Group 1,8.01677515779
Group 1,7.01677515786
Group 1,7.01677515793
Group 1,7.01677515800
Group 1,7.01677515807
Group 1,8.01677515815
Group 1,47.01677515822
Group 1,7.01677515829
Group 1,7.01677515836
Group 1,8.01677515844
Group 1,7.01677515851
Group 1,7.01677515858
Group 1,7.01677515865
Group 1,7.01677515873
Group 1,47.01677515880
Group 1,7.01677515887
Group 1,7.01677515894
