Group,PING
Group 1,8.01677697875
Group 1,7.01677697882
Group 1,7.01677697889
Group 1,7.01677697896
Group 1,7.01677697903
Group 1,8.01677697911
Group 1,7.01677697918
Group 1,47.01677697925
Group 1,7.01677697932
Group 1,8.01677697940
Group 1,7.01677697947
Group 1,7.01677697954
Group 1,7.01677697961
Group 1,7.01677697968
Group 1,8.01677697976
Group 1,47.01677697983
Group 1,7.01677697990
Group 1,7.01677697997
Group 1,8.01677698005
Group 1,7.01677698012
Group 1,7.01677698019
Group 1,7.01677698026
Group 1,7.01677698033
Group 1,48.01677698041
Group 1,7.01677698048
Group 1,7.01677698055
Group 1,7.01677698062
Group 1,8.01677698070
Group 1,7.01677698077
Group 1,7.01677698084
